web-scraper-order,web-scraper-start-url,sds,sds-href,pdf,pdf-href
"1753315822-1","https://www.thecloroxcompany.com/responsibility/healthy-lives/product-stewardship/sds/","View Details","https://www.thecloroxcompany.com/sds/glad-zipper-bags-storage/","Download Safety Data Sheet - PDF","https://www.thecloroxcompany.com/wp-content/uploads/gladzipperbags-storagejw2014-10-30.pdf"
"1753315826-2","https://www.thecloroxcompany.com/responsibility/healthy-lives/product-stewardship/sds/","View Details","https://www.thecloroxcompany.com/sds/glad-trash-bags/","Download Safety Data Sheet - PDF","https://www.thecloroxcompany.com/wp-content/uploads/gladtrashbagsjw2014-12-16.pdf"
"1753315830-3","https://www.thecloroxcompany.com/responsibility/healthy-lives/product-stewardship/sds/","View Details","https://www.thecloroxcompany.com/sds/glad-pressn-seal-multipurpose-sealing-wrap/","Download Safety Data Sheet - PDF","https://www.thecloroxcompany.com/wp-content/uploads/gladpressnsealmultipurposesealingwrapjw2014-10-24.pdf"
"1753315834-4","https://www.thecloroxcompany.com/responsibility/healthy-lives/product-stewardship/sds/","View Details","https://www.thecloroxcompany.com/sds/glad-containers-freezerware/","Download Safety Data Sheet - PDF","https://www.thecloroxcompany.com/wp-content/uploads/gladcontainers-freezerwarejw2014-10-24.pdf"
"1753315839-5","https://www.thecloroxcompany.com/responsibility/healthy-lives/product-stewardship/sds/","View Details","https://www.thecloroxcompany.com/sds/glad-containers/","Download Safety Data Sheet - PDF","https://www.thecloroxcompany.com/wp-content/uploads/gladcontainersjw2014-10-24.pdf"
"1753315843-6","https://www.thecloroxcompany.com/responsibility/healthy-lives/product-stewardship/sds/","View Details","https://www.thecloroxcompany.com/sds/glad-clingwrap-clear-food-wrap/","Download Safety Data Sheet - PDF","https://www.thecloroxcompany.com/wp-content/uploads/gladclingwrapclearfoodwrapjw2014-10-24.pdf"
