web-scraper-order,web-scraper-start-url,sds,sds-href,pdf,pdf-href
"1753320054-1","https://www.thecloroxcompany.com/responsibility/healthy-lives/product-stewardship/sds/","View Details","https://www.thecloroxcompany.com/sds/clorox-healthcare-citrace-hospital-disinfectant-deodorizer_multilingual/","Download Safety Data Sheet - PDF","https://www.thecloroxcompany.com/wp-content/uploads/2020/06/Clorox-Healthcare%C2%AE-Citrace%C2%AE-Hospital-Disinfectant-Deodorizer_Multilingual2.pdf"
"1753320059-2","https://www.thecloroxcompany.com/responsibility/healthy-lives/product-stewardship/sds/","View Details","https://www.thecloroxcompany.com/sds/cloroxpro-odor-defense-wall-mount-refill/","Download Safety Data Sheet - PDF","https://www.thecloroxcompany.com/wp-content/uploads/2021/04/US001344-CloroxPro-odor-defense-wall-mount-refill_2.pdf"
"1753320064-3","https://www.thecloroxcompany.com/responsibility/healthy-lives/product-stewardship/sds/","View Details","https://www.thecloroxcompany.com/sds/cloroxpro-clorox-odor-defense-air-and-fabric-spray-refill/","Download Safety Data Sheet - PDF","https://www.thecloroxcompany.com/wp-content/uploads/2021/11/USA002022-CloroxPro-Clorox-Odor-Defense-Air-and-Fabric-Spray-Clean-Air-Scent-Refill_1.pdf"
"1753320069-4","https://www.thecloroxcompany.com/responsibility/healthy-lives/product-stewardship/sds/","View Details","https://www.thecloroxcompany.com/sds/cloroxpro-clorox-odor-defense-aerosol/","Download Safety Data Sheet - PDF","https://www.thecloroxcompany.com/wp-content/uploads/2021/07/USA001345-CloroxPro-Clorox-Odor-Defense-Air-Spray_1.pdf"
"1753320074-5","https://www.thecloroxcompany.com/responsibility/healthy-lives/product-stewardship/sds/","View Details","https://www.thecloroxcompany.com/sds/cloroxpro-clorox-odor-defense-air-and-fabric-spray/","Download Safety Data Sheet - PDF","https://www.thecloroxcompany.com/wp-content/uploads/2021/11/USA002021-CloroxPro-Clorox-Odor-Defense-Air-and-Fabric-Spray-Clean-Air-Scent_1.pdf"
"1753320079-6","https://www.thecloroxcompany.com/responsibility/healthy-lives/product-stewardship/sds/","View Details","https://www.thecloroxcompany.com/sds/cloroxpro-clorox-disinfecting-bio-stain-odor-remover-spray/","Download Safety Data Sheet - PDF","https://www.thecloroxcompany.com/wp-content/uploads/2021/10/USA001348-Clorox-Pro%C2%AE-Clorox%C2%AE-Disinfecting-Bio-Stain-Odor-Remover_1.pdf"
